"female"	"time"	"x"	"y"
31	2	0.181806959396143	0.303993441084849
32	2	0.174005026547599	0.69930847967404
33	2	0.238770011503547	0.683005293693585
34	2	0.0784754998809371	0.650612121411338
35	2	0.348311692425712	0.0866913173167828
36	2	0.494081973953411	0.272036056776182
37	2	0.0714580994185934	0.235577070444517
38	2	0.368898631317336	0.451806849609358
39	2	0.577557805740036	0.405751296286447
40	2	0.535685466157358	0.649190676848673
41	2	0.157958613364031	0.628967469344401
42	2	0.0972975329080781	0.383942333161511
43	2	0.338507682436076	0.388227485733432
44	2	0.571120642449587	0.612680034004194
45	2	0.410830025313843	0.626808116728104
46	2	0.415115011612191	0.331271890512971
47	2	0.344302696454314	0.0290228711480095
48	2	0.220256938023231	0.559812768510568
49	2	0.614003801553104	0.683689045540266
50	2	0.597499897519128	0.268533257549103
51	2	0.126767778701	0.1715975313646
52	2	0.607059807765666	0.0627327289208039
53	2	0.627150677971495	0.271330864015932
54	2	0.503306185338447	0.156082618297454
55	2	0.298066014313582	0.0613788957254847
56	2	0.341160769714911	0.186438932636447
57	2	0.134156651257538	0.38445752567269
58	2	0.11062358669065	0.0918941134862021
59	2	0.371195141038	0.634098796827361
60	2	0.211626662088911	0.685364768300274
61	2	0.500932774093003	0.680093377764468
62	2	0.556392030647364	0.482665470890817
63	2	0.228033006680722	0.0976580071924378
64	2	0.629215743866769	0.0127830805639508
65	2	0.203361412858328	0.411411302915129
66	2	0.522903370547117	0.442398909165005
67	2	0.377472367590183	0.668879960082647
68	2	0.29622640812538	0.284065431867448
69	2	0.549425899118536	0.37575432345975
70	2	0.215054493651897	0.371146496245458
71	2	0.364577982613173	0.291696947354098
72	2	0.48580192599523	0.0538274646014507
73	2	0.0861994861019815	0.274452266799418
74	2	0.293763273122292	0.100194232051655
75	2	0.0216461883763948	0.496504560029061
76	2	0.0728745051905361	-0.00337715515347016
77	2	0.188998958409436	0.664954523329647
78	2	0.186961754335066	0.63576638680155
79	2	0.24344264369773	0.516577272214709
80	2	0.343649558706043	0.614127565254051
81	2	0.329070681855397	0.446966997584964
82	2	0.686834921325819	0.406358259685244
83	2	0.540446902149968	0.267344450466968
84	2	0.694784209138915	0.0450960948322916
85	2	0.24699424104807	0.560500227782072
86	2	0.560296783342819	0.0751365667615682
87	2	0.0728066110372941	0.205568320115004
88	2	0.0454231600412955	0.407477134264483
89	2	0.51768419356348	0.283732626358212
90	2	0.379741498717161	0.00329965157279451
91	2	0.446308362424054	0.636682915716904
92	2	0.175284046609309	0.26104751687707
93	2	0.619902090111853	0.49545681271475
94	2	0.545460753161195	0.000928615711930149
95	2	0.0313404402470018	0.421303125437608
96	2	0.539299371468859	0.23034623440679
97	2	0.355663087414568	0.250910370515675
98	2	0.668657888188283	0.10300989290156
99	2	0.593951717148109	0.557976929398351
100	2	0.35584378072233	0.0694737226936765
1	3	0.379891829419181	0.403646535639257
2	3	0.324850755919495	0.264859842674357
3	3	0.578919760603017	0.160300145468371
4	3	0.175596826031657	0.503813928242986
5	3	0.369675014911763	0.554876577218623
6	3	0.242775904516085	0.492990204935136
7	3	0.454790372995641	0.19123251017986
8	3	0.188069138421258	0.143710861349198
9	3	0.394711137225364	0.231895217313457
10	3	0.41216005590768	0.348272523147481
11	3	0.40898538921192	0.660460412184301
12	3	0.354824433256393	0.629179890873611
13	3	0.551516980269684	0.324187404027658
14	3	0.359755134926419	0.51205343004703
15	3	0.535994051954722	0.655458382232502
16	3	0.688830501213648	0.497930057805112
17	3	0.071650458219797	0.340953118292033
18	3	0.146583870481953	0.234130543694221
19	3	0.383799599434076	0.120460587526393
20	3	0.242231841533201	0.461206754591295
21	3	0.371398647765173	0.213898497626632
22	3	0.312073866886539	0.476323794286312
23	3	0.107085522215588	0.0270393140024176
24	3	0.574404322834141	0.167442896243407
25	3	0.0647223443632922	0.215772428855266
26	3	0.371538593582627	0.595332295484527
27	3	0.101316554069448	0.126165715825216
28	3	0.390716697893721	0.380348353503168
29	3	0.438246693749401	0.356544777012002
30	3	0.3159002051457	0.371232077358667
31	3	0.181019553349368	0.305425057627647
32	3	0.177374821009592	0.688348454509712
33	3	0.241707486130362	0.677330390614432
34	3	0.115961474312355	0.57932250085166
35	3	0.342488380868138	0.0986296605641014
36	3	0.502405236801339	0.268552271685713
37	3	0.118014954183002	0.159409572554743
38	3	0.413954503371756	0.393882261561902
39	3	0.530570268052697	0.388256110771956
40	3	0.520543682958467	0.626042275572842
41	3	0.166714834404655	0.635271778050188
42	3	0.168114757086153	0.337472385976037
43	3	0.309183886511162	0.323479021174876
44	3	0.490752459996318	0.617705622974306
45	3	0.409870713206729	0.627897070364731
46	3	0.389816237413812	0.329473410974175
47	3	0.36026262424808	-0.00792165010633402
48	3	0.224509768798664	0.592699468148434
49	3	0.563107542505597	0.613486081542283
50	3	0.609875902670678	0.280903311651548
51	3	0.126032779918016	0.208219997966185
52	3	0.608157531181688	0.0652860011304345
53	3	0.547083863971392	0.313328280589032
54	3	0.569438247147014	0.104114946782456
55	3	0.353810796992188	-0.0172320178858039
56	3	0.328513284970667	0.24672279177447
57	3	0.13125282950295	0.372666159015455
58	3	0.042984223516099	0.0287442406934676
59	3	0.382031219789298	0.627947812615028
60	3	0.245132485982854	0.640984544601256
61	3	0.49927286449224	0.698040657926305
62	3	0.46996533215154	0.434732409481795
63	3	0.228713671705026	0.167804998899435
64	3	0.648226375273667	-0.0041663032993343
65	3	0.187306037709832	0.333226442139444
66	3	0.51015320146907	0.40720804099766
67	3	0.353350290646266	0.583554678150631
68	3	0.292026498955385	0.271073767440053
69	3	0.503692785571068	0.297879150264995
70	3	0.249687306590931	0.454470502273506
71	3	0.396017281653558	0.371634277640023
72	3	0.453826388767501	0.0963329605794886
73	3	0.0438726036932666	0.203481738377062
74	3	0.210429631841695	0.142615862113768
75	3	-0.0038187478160052	0.446081105257041
76	3	0.106786131086541	-0.0235368488136378
77	3	0.177608699842345	0.679814683930653
78	3	0.224001948749283	0.555555796784958
79	3	0.221214262394498	0.509307401487386
80	3	0.375465623946267	0.703039147039407
81	3	0.280434967098904	0.491318322916888
82	3	0.672526481566842	0.413413351541643
83	3	0.623790074701083	0.313739358446382
84	3	0.68056687121709	0.0513470034879566
85	3	0.276251971667114	0.46948796440137
86	3	0.625526307880559	0.0743208264377067
87	3	0.0715634296066188	0.203166845592988
88	3	0.00675871136120092	0.390349860735245
89	3	0.505068035125042	0.267938874951126
90	3	0.324895466967475	-0.0256226998950357
91	3	0.538447610057959	0.640216521048266
92	3	0.158470220001086	0.316224425321678
93	3	0.61382321962661	0.508471050659039
94	3	0.510770435690541	-0.0104490328429706
95	3	0.0366278946436552	0.420623484737309
96	3	0.537373521114008	0.241741234081313
97	3	0.379483954768561	0.319457711672626
98	3	0.658884910511144	0.0893269945930996
99	3	0.514230057432358	0.5047725829145
100	3	0.34985904463947	0.0703318118353347
