"male"	"time"	"x"	"y"
60	1	0.66201643217242	0.480445907240222
61	1	0.691764422335975	0.29044752100204
62	1	0.478543203569266	0.46899079470393
63	1	0.210907958528506	0.0191751644428308
64	1	0.147257387512293	0.576948903865448
65	1	0.225493827381787	0.0530632579748574
66	1	0.604134333864769	0.637078667756314
67	1	0.0431758741893635	0.0500824179980212
68	1	0.128726035772165	0.135144640411892
69	1	0.342124141569352	0.549371939850901
70	1	0.239202609286936	0.143637077933784
71	1	0.575134279369982	0.285504623396288
72	1	0.615488709176947	0.3154973477968
73	1	0.0135490702093478	0.42871563735675
74	1	0.583185032407458	0.407608693679755
75	1	0.283739674065512	0.0420776381172831
76	1	0.475216972967697	0.129163720257239
77	1	0.0839139283981052	0.209389635103786
78	1	0.336882881154635	0.265928072124575
79	1	0.654314163272502	0.504234976093049
80	1	0.406472796599716	0.0884934138147555
81	1	0.645412831514337	0.303513872654044
82	1	0.53407911243768	0.0214798099310535
83	1	0.446184325294213	0.321145745944952
84	1	0.561740229056088	0.561660663050089
85	1	0.653045966247171	0.333242806350536
86	1	0.116297010653368	0.167152696716383
87	1	0.136389545047249	0.627228475436544
88	1	0.0690437909054192	0.0890620684791237
89	1	0.586268875824697	0.190431916459863
90	1	0.569831869311068	0.623992139946946
91	1	0.197473701108949	0.530697655470492
92	1	0.317511860306775	0.0690793414428659
93	1	0.44256307811296	0.576692967457138
94	1	0.262281048688099	0.606975531618957
95	1	0.270340320986603	0.0828427211329021
96	1	0.646635628975197	0.0971544652371071
97	1	0.275982189007414	0.387676240754417
98	1	0.0497051939903172	0.0417402659304797
99	1	0.500282722216207	0.350387879425239
100	1	0.490022746460442	0.00524498086191478
1	2	0.639206018550931	0.0639623766857659
2	2	0.665978694071877	0.116889904674627
3	2	0.133914660722595	0.28203863297202
4	2	0.458942229582925	-0.0326160302753077
5	2	0.39996381737689	0.421506804345368
6	2	0.181219450827403	0.684751010116146
7	2	0.408321977732738	0.203176787103392
8	2	0.133549525028758	0.159784390122059
9	2	0.200005970522701	0.383652803365159
10	2	0.380114902645676	0.0485633021044364
11	2	0.173639802941415	0.260252337334392
12	2	0.651369658837476	0.231306787279972
13	2	0.39617648992272	0.619497003333978
14	2	0.446252531828972	0.640760996113239
15	2	0.592626774637068	0.600017970358314
16	2	0.438778584471748	0.52628638185068
17	2	0.601398325113963	0.700935752415011
18	2	0.0651818205856484	0.434123458401501
19	2	0.0561920311224956	0.105431176907455
20	2	0.302996094176119	0.146256594851465
21	2	0.21408468027042	0.501965035575448
22	2	0.466921333291615	0.655365692630145
23	2	0.254300766930189	0.646869693964334
24	2	-0.0331958503177235	0.0995892569306048
25	2	0.0408655759041126	0.390870490254339
26	2	0.677969830877455	0.636265027823248
27	2	0.21252534277685	0.083122789411609
28	2	0.0748245981585755	0.289946629673597
29	2	0.0780977174417286	0.122006259181886
30	2	-0.0195591191550337	0.372688634749353
31	2	0.196884208330632	0.330713005290228
32	2	0.239027444055546	0.595392176739237
33	2	-0.0055812341782128	0.666339807073602
34	2	0.190439033099373	0.689495899914477
35	2	0.428750989312452	0.535292952737787
36	2	0.341176472703975	0.0211750687641037
37	2	0.203267429071975	0.00948287153062913
38	2	0.472928900286501	0.252272016719881
39	2	0.705105522891053	0.216427758029822
40	2	0.068375689502708	0.527581991238379
41	2	0.488506503285273	0.286191703162611
42	2	0.647318764484276	0.367261632903183
43	2	0.0444465009136672	0.0661875373814122
44	2	0.385495859325053	0.220652115029203
45	2	0.41387611201494	0.50750675477382
46	2	0.0446482464033336	0.207258625571997
47	2	0.186251845291765	-0.0071853504855143
48	2	0.203516962923309	0.556838250137564
49	2	0.514908742452644	0.338044148002104
50	2	0.0710141931448449	0.0943794384774557
51	2	0.3509506751426	0.279128434657531
52	2	0.503631882720556	0.211735359529474
53	2	0.147090718043978	0.219159218062935
54	2	0.338355593794572	0.484962480432759
55	2	0.522761876420689	0.314683792077359
56	2	0.0010741681987133	0.507699233719232
57	2	0.411010212871409	0.44155786946106
58	2	0.66495648162924	0.607635185724433
59	2	0.352708105402382	0.468869314853721
60	2	0.606393596911433	0.485186698730639
61	2	0.677574380678585	0.252014446097012
62	2	0.393372110305402	0.41694935735065
63	2	0.211650280099792	-0.0558486687930825
64	2	0.159770579581809	0.591039685082141
65	2	0.216963001884065	0.0463198337510401
66	2	0.550832840466902	0.58519845756742
67	2	0.0546767664550762	0.0496862480115629
68	2	0.228108647943328	0.144063761878377
69	2	0.404105003353124	0.50232819789602
70	2	0.277412553711337	0.129279707442825
71	2	0.547547366398031	0.289124006111632
72	2	0.520698786330032	0.328441089300248
73	2	0.0198281614928871	0.404049092644576
74	2	0.572965114011128	0.413918073135761
75	2	0.338193760026478	0.0398652987953082
76	2	0.491813441660401	0.0638876695373212
77	2	0.0516060684858827	0.228296096803118
78	2	0.349762714524818	0.258818865624435
79	2	0.651036719483934	0.407389818358818
80	2	0.399613178891602	0.0894330850372516
81	2	0.699868939856848	0.329267279934995
82	2	0.533192055622439	0.040946444652195
83	2	0.430900478819874	0.375453437910014
84	2	0.560140422182186	0.546987404095905
85	2	0.596113057871072	0.39282409491993
86	2	0.103580300567934	0.136752720901095
87	2	0.147490260968354	0.673526174010072
88	2	0.0636432510222576	0.107255810360017
89	2	0.590222434096958	0.24222490392681
90	2	0.546903564649228	0.580112202262938
91	2	0.183323003475292	0.530031877149221
92	2	0.387315472743969	0.0973949736373763
93	2	0.443608120275808	0.576374524760633
94	2	0.268099822410645	0.590157492386951
95	2	0.277506592300836	0.0740184682321905
96	2	0.60186231775135	0.067559667216755
97	2	0.24018353233759	0.346526091188552
98	2	0.0476315537307353	0.0414625067804636
99	2	0.513903828700773	0.343932790896391
100	2	0.533809361903108	0.0395647522582201
1	3	0.634034504984256	0.094703928105464
2	3	0.6681365232621	0.0729572259188579
3	3	0.0716273330215475	0.263056805718129
4	3	0.390813762467075	-0.0439200103862924
5	3	0.380133755806866	0.423272561667677
6	3	0.126270355188032	0.626656714716088
7	3	0.333498322952801	0.185109826587899
8	3	0.19945199515393	0.161852146101427
9	3	0.20064100385776	0.369654754631737
10	3	0.31336485793329	0.051773684049657
11	3	0.17367555016538	0.275485708870826
12	3	0.680420729140851	0.281261509377263
13	3	0.335667408785197	0.62969856573205
14	3	0.460764933913911	0.636690446438689
15	3	0.636433160114684	0.569100709348349
16	3	0.392732269938437	0.492440154077774
17	3	0.551208036297727	0.667409392334843
18	3	0.100561850987851	0.510458683240549
19	3	0.108711034801932	0.100353976591305
20	3	0.279194291684515	0.140196362425825
21	3	0.223500109344023	0.530293979867397
22	3	0.539622380340196	0.612073424954123
23	3	0.226492820443014	0.682020505712646
24	3	0.0358803408090678	0.109185744383075
25	3	-0.000527721175901767	0.305651479354646
26	3	0.624548312304028	0.657011310060717
27	3	0.212452024165222	0.132408860523675
28	3	0.0742467152340951	0.240224177575343
29	3	0.0696237002433677	0.125997699914418
30	3	-0.0923017235667879	0.310242411610786
31	3	0.180978601871849	0.342701806074694
32	3	0.189849489334552	0.574879140166101
33	3	-0.0189067065786842	0.668666701078582
34	3	0.20961049901712	0.704050956610953
35	3	0.446960670246322	0.532628273224596
36	3	0.407090596557496	0.0168529854302632
37	3	0.211435294799854	0.00310344918857263
38	3	0.500887732059371	0.25034879168485
39	3	0.704764691813826	0.216693467420224
40	3	0.0459316758469492	0.52544037975368
41	3	0.429183792306384	0.331798108992598
42	3	0.644483012710863	0.366981086020594
43	3	-0.0287757116650046	0.0522406201228753
44	3	0.379006415136608	0.282417232260279
45	3	0.447996610408455	0.528585062767897
46	3	0.0105579390880696	0.210736275023217
47	3	0.179561085131681	0.0152998062194204
48	3	0.279526218867369	0.549215892899417
49	3	0.525608527227079	0.355921105633962
50	3	0.0932957197786146	0.0973471762957898
51	3	0.407856539858172	0.246703291546567
52	3	0.488817967339553	0.259144736000187
53	3	0.143375748910157	0.278003912523582
54	3	0.354667395403758	0.444876281461663
55	3	0.459685315306433	0.294146560199119
56	3	-0.0389927248818751	0.555563848031692
57	3	0.367672650796059	0.466879668466953
58	3	0.635291920181593	0.60472222485238
59	3	0.294333464229002	0.42469719750038
60	3	0.53597808677793	0.531680989916593
61	3	0.621354049873007	0.287870970680536
62	3	0.431500381462742	0.383881707428816
63	3	0.281936039962225	-0.067022721858214
64	3	0.22866987464029	0.660117115505013
65	3	0.189308990023822	-0.0169003817341022
66	3	0.462642130686492	0.539027753355326
67	3	0.055695203389638	0.144854014101615
68	3	0.155822716272291	0.168014340200059
69	3	0.417911795242735	0.506983435373042
70	3	0.262232824597769	0.120525701314698
71	3	0.456734525935929	0.311067691293178
72	3	0.506499207334816	0.374270973258275
73	3	0.0446393211512356	0.376720791245469
74	3	0.56759660431838	0.381823240502764
75	3	0.368789836208734	0.00365014107834397
76	3	0.560368756053918	0.126879089354451
77	3	0.00183718129599083	0.24718028605846
78	3	0.265365385573973	0.223081018511722
79	3	0.682544988201425	0.398642643806413
80	3	0.414274510504399	0.062784471529221
81	3	0.699338461529676	0.329218012726337
82	3	0.494123021138042	0.0692647712563177
83	3	0.448541782007265	0.40878999552589
84	3	0.573592807510768	0.544081074882503
85	3	0.628990026114926	0.432659716684538
86	3	0.182664522530195	0.150842455990152
87	3	0.148688632471123	0.677460657012548
88	3	0.0902689603893926	0.173436690651512
89	3	0.57535594834302	0.172919492115017
90	3	0.598762411483429	0.653117462564223
91	3	0.1968288611953	0.50605824782176
92	3	0.396588889835856	0.107179043457778
93	3	0.401733109113727	0.658982763185343
94	3	0.271988252600388	0.654346329686513
95	3	0.283823674525824	0.0139050284707181
96	3	0.571603242438005	0.0689341575064213
97	3	0.228896660835625	0.364839212552161
98	3	-0.0331221773479431	0.0555402312425358
99	3	0.504733044659785	0.399845996746269
100	3	0.610808259675491	0.0870291545067208
